ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001501570-22-000100,2038267,Common Stock,,6800.0,,,I,,,,05-JUL-2022,01-JUL-2022,,,0,,,4,1501570,"Veritex Holdings, Inc.",VBTX,,0001501570,VBTX,,,2022-07-05
0001501570-22-000100,2038266,Common Stock,,66902.0,,,D,,By Terry S Early - Individual Retirement Account,,05-JUL-2022,01-JUL-2022,,,0,,,4,1501570,"Veritex Holdings, Inc.",VBTX,,0001501570,VBTX,,,2022-07-05
0001104659-22-077004,2037902,Common Stock,,13500101.0,F3,,I,,By I-Pulse Inc.,,05-JUL-2022,30-JUN-2022,,,0,,,4,1879016,Ivanhoe Electric Inc.,IE,,0001879016,IE,,,2022-07-05
0001104659-22-076977,2037806,Common Stock,,945742.0,,,I,,See footnote,F2,01-JUL-2022,30-DEC-2021,,0.0,,,,3,1840292,"Heliogen, Inc.",HLGN,,0001840292,HLGNW,,,2022-07-01
0001104659-22-076977,2037805,Common Stock,,23471588.0,,,I,,See footnote,F1,01-JUL-2022,30-DEC-2021,,0.0,,,,3,1840292,"Heliogen, Inc.",HLGN,,0001840292,HLGNW,,,2022-07-01
0001214659-22-008558,2037817,Class A Common Stock,,5000.0,,,I,,By Joseph J. Kadow Revocable Trust of 2008,,01-JUL-2022,01-JUL-2022,,,,,,4,1781755,"BRP Group, Inc.",BRP,,0001781755,BWIN,,,2022-07-01
0001214659-22-008556,2037786,Class A Common Stock,,65000.0,,,I,,By Phillip E Casey 2010 Revocable Trust,,01-JUL-2022,01-JUL-2022,,,,,,4,1781755,"BRP Group, Inc.",BRP,,0001781755,BWIN,,,2022-07-01
0001213900-22-036936,2037838,Common Stock,,1062.0,,,I,,"By Bryant R. Riley, as UTMA custodian for Abigail Riley","F1, F3",01-JUL-2022,29-JUN-2022,,,0,,,4,1759824,ALTA EQUIPMENT GROUP INC.,ALTG,,0001759824,ALTG-PA,,,2022-07-01
0001213900-22-036936,2037839,Common Stock,,1062.0,,,I,,"By Bryant R. Riley, as UTMA custodian for Eloise Riley","F1, F3",01-JUL-2022,29-JUN-2022,,,0,,,4,1759824,ALTA EQUIPMENT GROUP INC.,ALTG,,0001759824,ALTG-PA,,,2022-07-01
0001213900-22-036936,2037840,Common Stock,,1062.0,,,I,,,,01-JUL-2022,29-JUN-2022,,,0,,,4,1759824,ALTA EQUIPMENT GROUP INC.,ALTG,,0001759824,ALTG-PA,,,2022-07-01
0001213900-22-036936,2037836,Common Stock,,624596.0,,,D,F4,"By Bryant R. Riley, as UTMA custodian for Charlie Riley","F1, F3",01-JUL-2022,29-JUN-2022,,,0,,,4,1759824,ALTA EQUIPMENT GROUP INC.,ALTG,,0001759824,ALTG-PA,,,2022-07-01
0001213900-22-036936,2037837,Common Stock,,1062.0,,,I,,"By Bryant R. Riley, as UTMA custodian for Susan Riley","F1, F3",01-JUL-2022,29-JUN-2022,,,0,,,4,1759824,ALTA EQUIPMENT GROUP INC.,ALTG,,0001759824,ALTG-PA,,,2022-07-01
0000950103-22-011923,2037802,Class A common stock,,29640.0,,,I,,Accel Leaders Fund Investors 2016 L.L.C.,F9,01-JUL-2022,29-JUN-2022,,,0,,,4,1535527,"CrowdStrike Holdings, Inc.",CRWD,,0001535527,CRWD,,,2022-07-01
0000950103-22-011923,2037801,Class A common stock,,620360.0,,,I,,Accel Leaders Fund L.P.,F8,01-JUL-2022,29-JUN-2022,,,0,,,4,1535527,"CrowdStrike Holdings, Inc.",CRWD,,0001535527,CRWD,,,2022-07-01
0000950103-22-011923,2037800,Class A common stock,,38000.0,,,I,,The Potomac 2011 Irrevocable Trust,F7,01-JUL-2022,29-JUN-2022,,,0,,,4,1535527,"CrowdStrike Holdings, Inc.",CRWD,,0001535527,CRWD,,,2022-07-01
0000950103-22-011923,2037798,Class A common stock,,859315.0,F3,,I,,Potomac Investments L.P. - Fund 1,F4,01-JUL-2022,29-JUN-2022,,,0,,,4,1535527,"CrowdStrike Holdings, Inc.",CRWD,,0001535527,CRWD,,,2022-07-01
0000950103-22-011923,2037799,Class A common stock,,29038.0,F5,,I,,"The Potomac Trust, dated 9/21/2001",F6,01-JUL-2022,29-JUN-2022,,,0,,,4,1535527,"CrowdStrike Holdings, Inc.",CRWD,,0001535527,CRWD,,,2022-07-01
0000899243-22-024865,2037788,Series A Preferred Stock,,100000.0,,,I,,See footnotes,"F12, F5, F4",01-JUL-2022,29-JUN-2022,,,0,,,4,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,,0000797468,OXY-WT,,,2022-07-01
0001415889-22-007219,2037833,Common Stock,,7096.0,,,I,,Held by Reporting Person's IRA,,01-JUL-2022,29-JUN-2022,,,,,,4,1133869,"CAPRICOR THERAPEUTICS, INC.",CAPR,,0001133869,CAPR,,,2022-07-01
0000899243-22-024859,2037779,Common Stock,,30000.0,,,D,,,,01-JUL-2022,29-JUN-2022,,,0,,,4,1878897,Douglas Elliman Inc.,DOUG,"Exhibit 24 - Limited Power of Attorney filed with Form 3 dated December 16, 2021, which was filed on December 21, 2021.",0001878897,DOUG,,,2022-07-01
0000899243-22-024852,2037776,Common Stock,,1500.0,,,I,,By Helen W. Cornell Rev. Trust,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000950103-22-011922,2037825,Class A common stock,,21987.0,,,I,,By Clavius Capital LLC,F3,01-JUL-2022,29-JUN-2022,,,0,,,4,1535527,"CrowdStrike Holdings, Inc.",CRWD,,0001535527,CRWD,,,2022-07-01
0000950103-22-011919,2037815,Class A common stock,,0.0,,,I,,By Grantor Retained Annuity Trust,F3,01-JUL-2022,29-JUN-2022,,,0,,,4,1535527,"CrowdStrike Holdings, Inc.",CRWD,,0001535527,CRWD,,,2022-07-01
0000950103-22-011919,2037814,Class A common stock,,34100.0,,,I,,By Charitable Remainder Trust,F3,01-JUL-2022,29-JUN-2022,,,0,,,4,1535527,"CrowdStrike Holdings, Inc.",CRWD,,0001535527,CRWD,,,2022-07-01
0000899243-22-024835,2037812,Common Stock,,15507.0,,,D,,,,01-JUL-2022,29-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,"Senior Vice President, General Counsel, Secretary and Chief Compliance Officer",0001417398,HI,,,2022-07-01
0000899243-22-024833,2037793,Common Stock,,46327.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024831,2037830,Common Stock,,48611.0,,,I,,By John and Joan CRT IMA,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024831,2037831,Common Stock,,28248.0,,,I,,By Anne Hillenbrand Singleton Trust,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024831,2037828,Common Stock,,8631.0,,,I,,By John and Joan GC TR FBO (Eleanor and Sarah),,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024831,2037832,Common Stock,,20000.0,F1,,I,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024831,2037827,Common Stock,,135863.0,,,I,,"By John and Joan GC TR FBO (John, Rose and Olivia)",,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024831,2037826,Common Stock,,1000.0,,,D,,"By Clear Water Capital Partners, LP",,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024831,2037829,Common Stock,,5754.0,F1,,I,,"By Hillenbrand II TR FBO (John, Rose and Olivia)",,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024830,2037835,Common Stock,,30000.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024825,2037823,Common Stock,,1405.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000891103-22-000075,2037818,"Common Stock, par value $0.001",,15000.0,F2,,I,F2,By Family LLC,,01-JUL-2022,30-JUN-2022,,,0,,,4,891103,"Match Group, Inc.",MTCH,,0000891103,MTCH,,,2022-07-01
0000891103-22-000069,2037789,"Common Stock, par value $0.001",,35000.0,,,I,,Held through grantor retained annuity trust,,01-JUL-2022,30-JUN-2022,,,0,,,4,891103,"Match Group, Inc.",MTCH,,0000891103,MTCH,,,2022-07-01
0000899243-22-024821,2037819,Common Stock,,4000.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024819,2037841,Common Stock,,12509.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024817,2037797,Common Stock,,6000.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024815,2037813,Common Stock,,8971.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0000899243-22-024814,2037775,Common Stock,,82192.75,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0001415889-22-007218,2037816,Common Stock,,6953.0,,,I,,By Trust,F2,01-JUL-2022,30-JUN-2022,,,,,,4,1528849,RH,RH,,0001528849,RH,,,2022-07-01
0000899243-22-024812,2037803,Common Stock,,11412.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1417398,"Hillenbrand, Inc.",HI,,0001417398,HI,,,2022-07-01
0001209191-22-040372,2037809,Class C Google Stock Units,F1,15194.0,,,D,,,,01-JUL-2022,01-JUL-2022,,,0,,,4,1652044,Alphabet Inc.,GOOG,Transaction reported in this Form 4 is effected pursuant to a Rule 10b5-1 Trading Plan adopted by the Reporting Person.,0001652044,GOOG,Communication Services,Internet Content & Information,2022-07-01
0001209191-22-040372,2037810,Class C Google Stock Units,F2,2428.0,,,D,,,,01-JUL-2022,01-JUL-2022,,,0,,,4,1652044,Alphabet Inc.,GOOG,Transaction reported in this Form 4 is effected pursuant to a Rule 10b5-1 Trading Plan adopted by the Reporting Person.,0001652044,GOOG,Communication Services,Internet Content & Information,2022-07-01
0001209191-22-040372,2037808,Class C Capital Stock,,6994.0,,,I,,"By Prabhakar Raghavan, Srilatha Raghavan, UA 01-12-2000 Raghavan Living Trust",,01-JUL-2022,01-JUL-2022,,,0,,,4,1652044,Alphabet Inc.,GOOG,Transaction reported in this Form 4 is effected pursuant to a Rule 10b5-1 Trading Plan adopted by the Reporting Person.,0001652044,GOOG,Communication Services,Internet Content & Information,2022-07-01
0001209191-22-040372,2037811,Class C Google Stock Units,F3,6580.0,,,D,,,,01-JUL-2022,01-JUL-2022,,,0,,,4,1652044,Alphabet Inc.,GOOG,Transaction reported in this Form 4 is effected pursuant to a Rule 10b5-1 Trading Plan adopted by the Reporting Person.,0001652044,GOOG,Communication Services,Internet Content & Information,2022-07-01
0001179929-22-000100,2037778,Common Stock,,1500.0,,,I,,Held by Reporting Person's 401(k),,01-JUL-2022,01-JUL-2022,,,0,,,4,1179929,"MOLINA HEALTHCARE, INC.",MOH,,0001179929,MOH,,,2022-07-01
0001019056-22-000491,2037822,"Common Stock, $0.01 par value per share",,14544.0,,,I,,By self as Trustee of Gagnon Securities LLC Profit Sharing Plan,F1,01-JUL-2022,29-JUN-2022,,,0,,,4,1468666,SecureWorks Corp,SCWX,,0001468666,,,,2022-07-01
0001019056-22-000491,2037821,"Common Stock, $0.01 par value per share",,590730.0,,,I,,By Managing Member as General Partner of Gagnon Investment Associates,F1,01-JUL-2022,29-JUN-2022,,,0,,,4,1468666,SecureWorks Corp,SCWX,,0001468666,,,,2022-07-01
0001019056-22-000491,2037820,"Common Stock, $0.01 par value per share",,41942.0,,,I,,By Managing Member as General Partner of Darwin Partnership,F1,01-JUL-2022,29-JUN-2022,,,0,,,4,1468666,SecureWorks Corp,SCWX,,0001468666,,,,2022-07-01
0000899243-22-024806,2037796,Common Stock,,3924.0,F3,,I,,"By Flagship Pioneering, Inc.",F3,01-JUL-2022,29-JUN-2022,,,0,,,4,1682852,"Moderna, Inc.",MRNA,,0001682852,MRNA,,,2022-07-01
0000899243-22-024806,2037795,Common Stock,,12882819.0,F2,,I,,"By Flagship Ventures Fund IV, L.P. and Flagship Ventures Fund IV-Rx, L.P.",F2,01-JUL-2022,29-JUN-2022,,,0,,,4,1682852,"Moderna, Inc.",MRNA,,0001682852,MRNA,,,2022-07-01
0001209191-22-040367,2037787,Common Stock,,0.0,,,D,,,,01-JUL-2022,01-JUL-2022,,0.0,,,,3,1438231,Digimarc CORP,DMRC,,0001438231,DMRC,,,2022-07-01
0001209191-22-040365,2037794,Common Stock,,412269.0,,,D,,,,01-JUL-2022,01-JUL-2022,,,0,,,4,1832466,"Alignment Healthcare, Inc.",ALHC,,0001832466,ALHC,,,2022-07-01
0001415889-22-007212,2037777,Class A Common Stock,,1972687.0,,,I,F2,See Footnote,,01-JUL-2022,29-JUN-2022,,,,,,4,1668673,"PetIQ, Inc.",PETQ,,0001668673,,,,2022-07-01
0001209191-22-040364,2037792,Class A Common Stock,,447.0,,,D,,,,01-JUL-2022,01-JUL-2022,,,0,,,4,1652044,Alphabet Inc.,GOOG,Transaction reported in this Form 4 was effected pursuant to a Rule 10b5-1 Trading Plan adopted by the Reporting Person.,0001652044,GOOG,Communication Services,Internet Content & Information,2022-07-01
0001209191-22-040364,2037791,Class C Google Stock Units,F2,953.0,,,D,,,,01-JUL-2022,01-JUL-2022,,,0,,,4,1652044,Alphabet Inc.,GOOG,Transaction reported in this Form 4 was effected pursuant to a Rule 10b5-1 Trading Plan adopted by the Reporting Person.,0001652044,GOOG,Communication Services,Internet Content & Information,2022-07-01
0001209191-22-040364,2037790,Class C Google Stock Units,F1,635.0,,,D,,,,01-JUL-2022,01-JUL-2022,,,0,,,4,1652044,Alphabet Inc.,GOOG,Transaction reported in this Form 4 was effected pursuant to a Rule 10b5-1 Trading Plan adopted by the Reporting Person.,0001652044,GOOG,Communication Services,Internet Content & Information,2022-07-01
0001209191-22-040362,2037807,"Common stock, par value $0.001",,2482.0,,,I,,By Trust,,01-JUL-2022,30-JUN-2022,,,0,,,4,1420800,Enovis CORP,ENOV,,0001420800,ENOV,,,2022-07-01
0000907242-22-000015,2037834,Common Stock,,18300.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,907242,MONARCH CASINO & RESORT INC,MCRI,,0000907242,MCRI,,,2022-07-01
0001213900-22-036848,2037781,Common Stock,,20000.0,,,I,,See Footnotes,F3,01-JUL-2022,29-JUN-2022,,,0,,,4,1865631,NEXTNAV INC.,NN,,0001865631,NXNVW,,,2022-07-01
0001213900-22-036848,2037784,Common Stock,,1000.0,,,I,,See Footnotes,F7,01-JUL-2022,29-JUN-2022,,,0,,,4,1865631,NEXTNAV INC.,NN,,0001865631,NXNVW,,,2022-07-01
0001213900-22-036848,2037782,Common Stock,,385498.0,,,I,,See Footnotes,F4,01-JUL-2022,29-JUN-2022,,,0,,,4,1865631,NEXTNAV INC.,NN,,0001865631,NXNVW,,,2022-07-01
0001213900-22-036848,2037785,Common Stock,,416789.0,,,I,,,,01-JUL-2022,29-JUN-2022,,,0,,,4,1865631,NEXTNAV INC.,NN,,0001865631,NXNVW,,,2022-07-01
0001213900-22-036848,2037780,Common Stock,,4640000.0,,,I,,See Footnotes,F2,01-JUL-2022,29-JUN-2022,,,0,,,4,1865631,NEXTNAV INC.,NN,,0001865631,NXNVW,,,2022-07-01
0001213900-22-036848,2037783,Common Stock,,2510.0,F5,,D,,See Footnotes,F6,01-JUL-2022,29-JUN-2022,,,0,,,4,1865631,NEXTNAV INC.,NN,,0001865631,NXNVW,,,2022-07-01
0001209191-22-040350,2037804,Common Stock,,226501.0,F1,,D,,,,01-JUL-2022,01-JUL-2022,,0.0,,,,3,820318,II-VI INC,IIVI,Exhibit 24.1 - Power of Attorney.,0000820318,COHR,,,2022-07-01
0001593968-22-001202,2037824,Common Stock,,7886.0,F1,,D,,,,01-JUL-2022,01-JUL-2022,,0.0,,,,3,1650696,"Laird Superfood, Inc.",LSF,Exhibit List:  Exhibit 24 - Power of Attorney,0001650696,LSF,,,2022-07-01
0001209191-22-040346,2037383,Common Shares,,278.77,,,D,,,,01-JUL-2022,05-JUN-2022,,0.0,,,,3,1056903,AMERICAN STATES WATER CO,AWR,,0001056903,AWR,,,2022-07-01
0001209191-22-040346,2037384,Common Shares,,830.0,,,D,,,,01-JUL-2022,05-JUN-2022,,0.0,,,,3,1056903,AMERICAN STATES WATER CO,AWR,,0001056903,AWR,,,2022-07-01
0001209191-22-040345,2037632,Common Stock,,3739.0,,,I,,By grantor retained annuity trust,,01-JUL-2022,30-JUN-2022,,,0,,,4,1124140,EXACT SCIENCES CORP,EXAS,,0001124140,EXAS,,,2022-07-01
0001140361-22-024848,2037396,Common Stock,,7156.0,,,I,,By Jermyn Street Associates II LLC,F2,01-JUL-2022,30-NOV-2021,,,true,,,4,720154,"Inotiv, Inc.",NOTV,,0000720154,NOTV,,,2022-07-01
0001062993-22-015783,2037596,Common Stock,,2000.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,,,,4,1109357,EXELON CORP,EXC,,0001109357,EXC,,,2022-07-01
0001209191-22-040344,2037517,Common Stock,,91638.0,,,I,,See footnote,F6,01-JUL-2022,01-JUL-2022,,,0,,,4,1327567,Palo Alto Networks Inc,PANW,,0001327567,PANW,,,2022-07-01
0001062993-22-015779,2037395,Common Stock,,4500.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,,,,4,1109357,EXELON CORP,EXC,,0001109357,EXC,,,2022-07-01
0000920112-22-000235,2037352,Common Stock,,4969.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,920112,HEARTLAND FINANCIAL USA INC,HTLF,,0000920112,,,,2022-07-01
0000899243-22-024788,2037464,Common Shares,,104500000.0,,,I,,by CBG Holdings LLC,F4,01-JUL-2022,29-JUN-2022,,,0,,,4,1737927,Canopy Growth Corp,CGC,,0001737927,CGC,,,2022-07-01
0001214659-22-008553,2037710,Common Stock,,3408.0,,,I,,,,01-JUL-2022,30-JUN-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-07-01
0001214659-22-008553,2037708,Common Stock,,266292.0,,,D,,"By Ault & Company, Inc.",F4,01-JUL-2022,30-JUN-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-07-01
0001214659-22-008553,2037707,13% Series D Cumulative Redeemable Perpetual Preferred Stock,,53033.0,,,I,,By Ault Alpha LP,F3,01-JUL-2022,30-JUN-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-07-01
0001214659-22-008553,2037709,Common Stock,,1658916.0,,,I,,"By Philou Ventures, LLC",F5,01-JUL-2022,30-JUN-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-07-01
0001553350-22-000588,2037691,"Common Stock, $0.001 par value",,2900.0,,,I,,Trust,F2,01-JUL-2022,30-JUN-2022,,,0,,,4,1396536,"DUOS TECHNOLOGIES GROUP, INC.",DUOT,,0001396536,DUOT,,,2022-07-01
0001209191-22-040342,2037489,Common Stock,,50000.0,,,I,,ETU Rustic Canyon Trust,,01-JUL-2022,01-JUL-2022,,,0,,,4,1666134,"BLACKLINE, INC.",BL,,0001666134,BL,,,2022-07-01
0001604192-22-000012,2037551,Common Stock,,23514.0,,,I,,Dunn Family Trust U/A/D 07/10/2001,F1,01-JUL-2022,01-JUL-2022,,,0,,,4,1818644,"AEye, Inc.",LIDR,,0001818644,LIDRW,,,2022-07-01
0001209191-22-040334,2037684,Common Stock,,29445.0,,,I,,Family Trust,,01-JUL-2022,30-JUN-2022,,,0,,,4,912242,MACERICH CO,MAC,,0000912242,MAC,,,2022-07-01
0001209191-22-040334,2037685,Common Stock,,53426.0,,,I,,Family Partnership,,01-JUL-2022,30-JUN-2022,,,0,,,4,912242,MACERICH CO,MAC,,0000912242,MAC,,,2022-07-01
0001209191-22-040331,2037630,No securities beneficially held,,0.0,,,D,,,,01-JUL-2022,30-JUN-2022,,0.0,,,,3,1786352,"Bill.com Holdings, Inc.",BILL,Exhibit 24 - Power of Attorney,0001786352,BILL,,,2022-07-01
0001825969-22-000017,2037621,Common Stock,,5435865.0,F3,,I,,By Wife,,01-JUL-2022,01-JUL-2022,,,0,,,4,1745317,"Velodyne Lidar, Inc.",VLDR,,0001745317,,,,2022-07-01
0001209191-22-040328,2037318,Common Stock,,258727.0,,,I,,By Carolyn Short 2020 Irrevocable Gift Trust,,01-JUL-2022,30-JUN-2022,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2022-07-01
0001209191-22-040328,2037319,Common Stock,,258727.0,,,I,,By Jay Short 2020 Irrevocable Gift Trust,,01-JUL-2022,30-JUN-2022,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2022-07-01
0001209191-22-040328,2037320,Common Stock,,302324.0,,,I,,"By Capia IP, LLC",,01-JUL-2022,30-JUN-2022,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2022-07-01
0001209191-22-040328,2037321,Common Stock,,50.0,,,I,,By Himalaya Parent LLC,F2,01-JUL-2022,30-JUN-2022,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2022-07-01
0001209191-22-040328,2037317,Common Stock,,793547.0,,,I,,By Spouse,,01-JUL-2022,30-JUN-2022,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2022-07-01
0000921895-22-002132,2037339,Common Stock,,67000.0,F2,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1442236,Quest Resource Holding Corp,QRHC,,0001442236,QRHC,,,2022-07-01
0000921895-22-002132,2037338,Common Stock,,48999.0,F1,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1442236,Quest Resource Holding Corp,QRHC,,0001442236,QRHC,,,2022-07-01
0000921895-22-002131,2037714,Common Stock,,2600.0,F1,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1442236,Quest Resource Holding Corp,QRHC,,0001442236,QRHC,,,2022-07-01
0000921895-22-002131,2037715,Common Stock,,15209.0,F2,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1442236,Quest Resource Holding Corp,QRHC,,0001442236,QRHC,,,2022-07-01
0000921895-22-002130,2037652,Common Stock,,15000.0,F1,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1442236,Quest Resource Holding Corp,QRHC,,0001442236,QRHC,,,2022-07-01
0000921895-22-002129,2037589,Common Stock,,15000.0,F2,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1442236,Quest Resource Holding Corp,QRHC,,0001442236,QRHC,,,2022-07-01
0000921895-22-002129,2037588,Common Stock,,3750.0,F1,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1442236,Quest Resource Holding Corp,QRHC,,0001442236,QRHC,,,2022-07-01
0000921895-22-002128,2037658,Common Stock,,15000.0,F4,,D,,,,01-JUL-2022,29-JUN-2022,,,0,,,4,1442236,Quest Resource Holding Corp,QRHC,,0001442236,QRHC,,,2022-07-01
0001048268-22-000072,2037683,Common Stock,,1000.0,,,I,,Held in IRA,,01-JUL-2022,01-JUL-2022,,,0,,,4,1048268,"IES Holdings, Inc.",IESC,,0001048268,IESC,,,2022-07-01
0001048268-22-000071,2037625,Common Stock,,375.0,,,I,,Held in Family LLC,F2,01-JUL-2022,01-JUL-2022,,,0,,,4,1048268,"IES Holdings, Inc.",IESC,,0001048268,IESC,,,2022-07-01
0001127602-22-018563,2037694,Common Stock,,482878.0,,,I,,By spouse,,01-JUL-2022,30-JUN-2022,,,,,,4,104169,Walmart Inc.,WMT,,0000104169,WMT,Consumer Defensive,Discount Stores,2022-07-01
0001415889-22-007196,2037586,Common Stock,,35484.0,,,I,,By UTMA for Children,,01-JUL-2022,30-JUN-2022,,,,,,4,75288,OXFORD INDUSTRIES INC,OXM,,0000075288,OXM,,,2022-07-01
0001415889-22-007196,2037585,Common Stock,,10048.0,,,I,,By Stephen S. Lanier Trust,,01-JUL-2022,30-JUN-2022,,,,,,4,75288,OXFORD INDUSTRIES INC,OXM,,0000075288,OXM,,,2022-07-01
0001415889-22-007196,2037587,Common Stock,,860.0,,,I,,By Spouse,,01-JUL-2022,30-JUN-2022,,,,,,4,75288,OXFORD INDUSTRIES INC,OXM,,0000075288,OXM,,,2022-07-01
0001127602-22-018558,2037550,Common,,10000.0,,,I,,By Spouse's Family Trust,,01-JUL-2022,30-JUN-2022,,,,,,4,104169,Walmart Inc.,WMT,,0000104169,WMT,Consumer Defensive,Discount Stores,2022-07-01
0001127602-22-018557,2037382,Common Stock,,43032.0,,,I,,By Family Trust,,01-JUL-2022,30-JUN-2022,,,,,,4,1048911,FEDEX CORP,FDX,,0001048911,FDX,,,2022-07-01
0001354360-22-000002,2037582,Class A Subordinate Voting Shares,,2400068.0,,,D,,,,01-JUL-2022,25-JUN-2022,,0.0,,,,3,1848416,Verano Holdings Corp.,VRNOF,,0001848416,VRNOF,,,2022-07-01
0001127602-22-018555,2037735,Common Stock,,3363.0,,,I,,by The Smith Living Trust,,01-JUL-2022,30-JUN-2022,,,,,,4,1048911,FEDEX CORP,FDX,,0001048911,FDX,,,2022-07-01
0001104659-22-076905,2037409,Common Stock,,13500101.0,F2,,I,,By I-Pulse Inc.,,01-JUL-2022,30-JUN-2022,,,0,,,4,1879016,Ivanhoe Electric Inc.,IE,,0001879016,IE,,,2022-07-01
0001209191-22-040307,2037495,Common Stock,,1000.0,,,D,,,,01-JUL-2022,30-JUN-2022,,,0,,,4,1111335,VISTEON CORP,VC,,0001111335,VC,,,2022-07-01
0000950142-22-002065,2037757,"Common Stock, $0.0001 par value",,13592793.0,"F8, F9",,I,,By ER Reservoir LLC,"F8, F9",01-JUL-2022,29-JUN-2022,,,0,,,4,1824403,"Reservoir Media, Inc.",RSVR,May Be Deemed Member of 10% Owner Group,0001824403,RSVRW,,,2022-07-01
